skin,age,periode,content,buy,recommend,likes
"Combination, Medium, Neutral",30 - 34, 1 week - 1 month,"pertama coba Hada labo baru seminggu ini, tekstur cair bening tanpa aroma, karena memang no Alkohol, no pewarna, dan no pewangi tapi ada methylparaben nya, enak bikin kulit lembab dan terasa ringan saja, cukup 1-2 tetes saja sih, awalnya kebanyakan, ternyata dikit saja dah cukup buat semuka", Facebook,recommends this product!,0
"Dry, Medium Light, Neutral",18 and Under, 6 months - 1 year,SUKA BANGETTTTT SAMA PRODUK INI! Mudah banget menyerapnya dan beneran melembabkan kulit wajahku yang cenderung kering. Terussss ini juga ga menimbulkan efek tidak menyenangkan di kulit wajahku. Udah abis 3 botol dan akan repurchase lagið¥°, Beautyhaulindo,recommends this product!,0
"Combination, Medium Light, Neutral",19 - 24, 1 week - 1 month,"tidak berpengaruh banyak buat kulitku yg super sensitive parah. awal pemakaian baik2 ajaa sih sampe akhirnya muncul jerawat kecil dan makin hari makin bertambah banyak, khususnya di Tzone. yaudalaah ya mungkin bukan jodoh.... susah ya punya kulit super sensitive ð", Official Brand Store,doesn't recommend this product! ,0
"Combination, Medium Light, Cool",25 - 29, 6 months - 1 year,"THIS IS MY HOLYGRAIL PRODUCT! pertama kenal CTMP langsung nemu si HL lotion ini. Dia langsung bikin muka aku plumpy gt. Dan yang paling penting dia penyelamat aku dari kulit dehidrasi apalagi kalau habis exfo. udahlah, gausah mikir 2x mau beli. Benefit banyak dg harga murce", Shopee,recommends this product!,0
"Oily, Medium, Warm",19 - 24, More than 1 year,"Untuk yang oily dan dehidrasi kayak aku produk ini enak banget karena ringan banget dan muka berasa lembab. Dalam seminggu rutin pemakaian udah berasa lebih hydrated. Komposisinya juga ga aneh-aneh, simpel dan tidak ada yang trigger fungal acne (note: aku tidak masalah dengan paraben). Sejauh ini puas dengan produknya yang murah dan enak untuk jadi pelembab sehari-hari, mana awet banget 3 tetes udah bisa seluruh muka dan leher.", Shopee,recommends this product!,0
"Combination, Medium Light, Warm",19 - 24, 6 months - 1 year,"NGELEMBABIN PARAH DI MUKA AKU dan gampang meresap, karena aku hobinya nyoba2 skinker barukerennya lagi dia tu bisa nyambung sama skinker apapun selanjutnya. jadi bisa terserap sempurna benefit dari skinker lainnya. BUAT REPURCHASE PASTI, dan patinya aku rekomen banget buat yg gamau yg terlalu berat2 kandungan buat tonernya", Traditional market,recommends this product!,0
"Dry, Light, Warm",30 - 34, 1 month - 3 months,"ini satu-satunya produk ngelembabin yg bisa aku pake sampe abis ga ada sisa, bekerja dengan sangat baik di kulitku yg waktu itu lagi kering kerontang, bikin kulit lembab, terlihat sehat dan yg penting tidak bereaksi apapun di kulitku yang gampang rewel ini", Lottemart,recommends this product!,0
"Dry, Medium, Warm",19 - 24, 6 months - 1 year,"Pelembab ini bener bener sesuai fungsinya, yaitu melembabkan. Bagus banget buat kulit kering. tekturnya cair tapi ngga yang terlalu cair, cepat meresap. Melembabkan tapi tetep ringan di kulit. Bisa digunakan pagi dan malam. Ngga bikin beruntusan juga.", Shopee,recommends this product!,1
"Combination, Medium, Neutral",19 - 24, 3 months - 6 months,tertarik dengan review orang-orang yang bilang Ngelembabpin enak di pake jadilah ku beli pas di aplikasiin di muka berasa lengket apa lagi kalau banyak banyak tapi cepet ngeresep pertama coba bukan malah ngelembabpin malah bikin jerawat muncul, Shopee,doesn't recommend this product! ,0
"Combination, Medium, Neutral",18 and Under, 6 months - 1 year,"Tekstur toner ini cair tapi aga kentel, warnanya bening, pas dipake lumayan cepet nyerepnya. Di aku toner ini lumayan ngelembabin, worth it untuk harga segitu karna abisnya juga lama. Repurchase belum tau karna masih pengen coba2 toner yang lain", Shopee,recommends this product!,3
"Combination, Medium, Neutral",30 - 34, 3 months - 6 months,"pertama kali coba.. biasa aja, sampe sempet di anggurinð¤­sebulan kemudian baru rutin di pake,dan sebagus itu ð kulit lembab,trus kaya membantu memperbaiki skin barrier gw,, murah meriah tapi baguuuss ðððð", Shopee,recommends this product!,1
"Combination, Medium, Neutral",18 and Under, Less than 1 week,"hydrating toner pertama yg aku coba, sebenernya belinya udh sekitar dri bulan lalu tpi bru pke sekarang"" wkwk wktu itu blm yakin mau pke ini. aku pke ini baru sekitar tiga harian but serius ini ngelembapin muka aku yang lagi kering banget terus jadi lebih halus, produknya gada bau""an nya samsek trus klo di pake cepet nyerep walaupun tekstur nya rada kentel gtu deh. trus masa bruntusan aku pke ini jadi kempes bangett huhu senengð­ nyesel baru pake ini karena beneran hasilnya sebagus ituâ¤ï¸", Shopee,recommends this product!,0
"Combination, Medium Light, Warm",18 and Under, 3 months - 6 months,"pertama kali coba hydrating toner, suka banget, ngelembabib, dan gaada efek yang aneh aneh buat jerawat, jadi aman banget dan gabikin fungal acne, baunya ga aneh tapi ga wangi juga, pokonya enak banget pake ini", Tokopedia,recommends this product!,0
"Normal, Light, Neutral",19 - 24, 3 months - 6 months,"Kalo menurutku toner hadalabo ini tuh kaya dupenya pyunkang yul gt krn konsistensinya bener2 sm bgt gt, trs pas pk toner ini juga kulit kita bener2 terhidrasi dgn baik dan toner ini jga ga bikin lengket di mukaaaaaaa. I highly recommend it!!", Shopee,recommends this product!,0
"Dry, Light, Neutral",19 - 24, More than 1 year,aaaaaaaaaaaaaaaaaaaa suka banget di kulit aku yang kering bikin lembab dan mudah menyerap kulit. udah berkali kali repurchase dan emang melembabkan banget suka bgt sama hasilnya pokoknya belum ketemu produk lain yang melembabkan selain lotion ini, Shopee,recommends this product!,0
"Combination, Medium, Warm",25 - 29, 1 month - 3 months,Aku baru nyobain ini 3 bulan terakhir buat gantiin toner Thayers kecintaan aku tapi aku bosen makenya (?) Denger sana sini kalo efeknya bagus dan super murce jadilah aku nyobain. Fortunately di aku cocok bgt dan dia juga ngelembabinnya oke. Efek hydratingnya juga lebih berasa daripada pake Thayers sih if I can say? Idk apa karena dia ini âlotionâ dan bukan âtonerâ? Tapi gausah diperdebatkan lah ya karena aku makenya juga sebenernya sebagai toner dan emang enak aja hehehe. Kayanya akan repurchase sih karena murce dan gampang dicari., Shopee,recommends this product!,0
"Combination, Medium Light, Cool",19 - 24, 6 months - 1 year,"Toner kecintaan sejak pertama kali coba.. Bener2 toner ini my savior product to hydrate and moisturize my skin. Ditujukan untuk kulit kering, tapi aku sebagai pemilik kulit kombinasi pun sangat cocok memakainya. Dengan kandungan 3 type hyaluronic acid yg bikin kulitku makin lembab. Teksturnya kental tapi ngga memakan waktu lama untuk meresap. Bahkan saat udah meresap pun lembabnya masih berasa dan terkunci di dalam kulit. Dengan pemakaian lotion/ toner ini aku ngerasa kulit semakin kenyal dan halus. Karena teksturnya kental, pemakaian di pagi hari 2-3 tetes aja udh cukup buatku. Oh yaa toner ini juga termasuk salah satu produk penolong kulitku saat breakout. Walaupun kental dan lembab penuh, tapi ngga terasa berat di kulit. Lotion ini termasuk salah satu toner yg hemat karena pakai dikit aja udh pas lembabnya ð Dengan kandungan hyaluronic acid dan kemampuan melembabkan kulit yg baik, lotion ini cocok banget dikombinasikan dengan kandungan exfoliator, acid, atau retinol. Beuhhh mantap.. Apalagi digabung aha bha atau retinol jadinya kulit sama sekali ngga kering ngelupas. Kekurangannya pada botol flip top, susah mengeluarkan isinya kalau udh tinggal sedikit, karena teksturnya lumayan kental juga. Kadang sampai aku buka tutup ulirnya dan ternyata isi didalam botol masih banyak, padahal waktu dituang udh ga ada tetesan. Tapi ngga masalah.. Aku selalu stok toner ini, walaupun coba2 toner lain juga tapi gokyujun lotion yg harus selalu sedia di rumah â¤", Shopee,recommends this product!,32
"Dry, Medium, Warm",19 - 24, 6 months - 1 year,"Udah deh ga ngerti lagi. Ini hydrating toner kecintaan aku banget. Teksturnya cair gitu agak lengket kalo dipake di tangan, tapi krna aku make ini pake kapas ya aman2 aja. Cepet banget meresapnya dan melembabkan kulitku yg super kering. Harganya juga murah. Pokoknya cinta deh sama dia. Mau nyoba toner lain juga jatuhnya balik lagi sama hada labo. Superrrr luvvv!!", Guardian,recommends this product!,0
"Normal, Medium Light, Neutral",19 - 24, 1 month - 3 months,TONER TER-JUARAKK! Sesuai bangetsih sama klaimnya buat melembapkan. Baunya juga gak mengganggu. Meskipun tonernya gak menghilangkan bekas jerawat tapi karena klaim dari toner ini sendiri untuk melembapkan yahhh juara sihh. Worth to buy guys for everyone dry/normal skin:)), Shopee,recommends this product!,0
"Combination, Medium, Warm",25 - 29, 1 month - 3 months,"Buat yg kulitnya kombinasi kaya aku, produk ini sangat melembabkan bagian pipi yang kering tapi bagian tzone ga berminyak. Harganya pun terjangkau. Sayangnya packaging hadalabo mirip2 antar varian jadi harus teliti bacanya", Shopee,recommends this product!,3
"Dry, Medium Dark, Warm",19 - 24, 6 months - 1 year,"Bagus banget buat kulit kering. Toner ini ngebantu banget dahiku yang kering ngelentek karena sujud. Lembabnya nampol, meresapmya lumayan lah gak cepet cepet banget. Tapi sayangnya produk ini susah banget dicarinya di daerahku, harus muter muter dulu, atau harus nunggu ready dulu huhuhu", Shopee,recommends this product!,0
"Combination, Medium, Neutral",18 and Under, 1 week - 1 month,"ini bagus bgt sih sumpah bikin lembab soalnya kan ada 3 tipe hyaluronicnya,klo make ini biasanya aku double make pyungkang yul essence toner,tapi over all suka bgt sama ini murah dan 11/12 sama yg pyungkang,next bakal beli lagi sih soalnya aku beli yg 30ml ga abis abis seawet itu ðð«", Shopee,recommends this product!,1
"Combination, Medium Light, Neutral",18 and Under, 1 month - 3 months,"Akhirnya setelah bertahun tahun melakukan pencarian toner, Aku ketemu dengan toner yang kuinginkan. Bener bener sebagus itu. Tonernya sudah hampir mau habis saking seringnya dipakai. Mukaku tipe oily, tapi cocok banget pake toner ini. Tonernya ringan dan mudah meresap. Toner ini juga lumayan melembabkan, tapi bukan tipe yang bikin muka tambah berminyak jadi cocok juga untuk oily skin. Rekomended sih", Shopee,recommends this product!,8
"Dry, Light, Cool",18 and Under, 6 months - 1 year,"Aku udah pakai 3 botol kayaknya. Aku cinta mati huhu ð­, awal nyoba skincare lagi itu kirain ini moisturizer dan ternyata ini tuh hydrating toner. Tapi di aku emang ngelembabin parah. Dia juga ada 3 tipe kandungan Hyaluronic Acid yang emang bagus buat ngunci kadar air di kulit jadinya kulit kita lembab ð¥°", Dan+Dan,recommends this product!,0
"Normal, Light, Neutral",19 - 24, 3 months - 6 months,"OMGGG SUKAAAAKKK!!!! ht yg super simple ga berisik tapi menghidrasi pwollll!! sesuai namanya teksturnya agak kental seperti lotion tapi masih runny dan ringan kalo ditemplok ke wajahh. gaada bau samsek+ingre nya ga macem2. udah pake sebelum viral dan jd langka dimanamanað­ aku biasanya pake 2 layer buat hasil yg ok di kulit aku, soalnya 1 layer kurang. Perlahan bisa buat bruntus aku pd ilang dan bikin wajah jd haluss. harganya murce guyzzz dan di aku 100 ml belum abis pdhl udah Â±6 bulan dan aku pake pagi malem wkwkw. pokoknya super love sm produk iniâ¤ï¸â¤ï¸", Tokopedia,recommends this product!,0
"Combination, Medium, Warm",19 - 24, 1 week - 1 month,"setelah viral ditiktok akhirnya baru tergugah untuk membeli torner hydrating pasti dibutuhin karena kulit aku suka tiba tiba dehidrasi gitu , aku pake selang seling sama torner ms glow , teksturnya kentel tapi mudah nyerep jadi pake dua tetes aja udah cukup semuka bakalan awet + murah", Shopee,recommends this product!,1
"Oily, Medium Dark, Warm",25 - 29, 3 months - 6 months,"Bener2 sesuai sama klaimnya & klaimnya pun gak neko2 (menghidrasi, melembabkan). Teksturnya cair agak kental & licin, tapi terhitungnya mudah menyerap. Colorant free, fragrance free. Bikin kulit halus, kenyal & kelembabannya bertahan lama. Dgn harga yg affordable bgt + performa sebagus ini, buat yg cocok sm produknya (mau dipake berapa layer pun itu), beruntung bgt siiih~ Pas baca2 review, ternyata banyak jg pemilik oily-skin yg cocok padahal ini buat dry to normal (buat oily skin yg stripnya ijo). Buat aku yg juga oily skin sebenernya cocok, tapi rada tricky makenya. Balik lagi ke cocok2an kali yah, walo sama2 oily skin, bisa beda hasil. Pas awal2 pake sempet berhenti krn kirain gak cocok, jd nyoba hydrating toner lain dulu. Pas nyoba lagi pake ini, ternyata bukan gak cocok samsek, tapi gabisa kalo pakenya kebanyakan. Kalo pakenya kebanyakan/terlalu banyak layer jd over-hydrated/moisturized, selain berasa sumuk gerah, jd muncul bruntusan & jerawat di area jawline. Kalo pakenya terlalu dikit, kurang melembabkan. Sejauh ini yg works di aku: AM pakenya 1 layer, PM lebih dari 1 layer. Kalo lagi pake produk yg potentially irritating/drying (AHA, BHA, dll), lagi berasa kering dehidrasi, layernya lbh banyak. Tapi tetep gabisa kalo sampe 7 skin methods mah. Intinya aku liat sikon kulit dulu sebelum mutusin pake segimana, makanya tricky haha.. apalagi kalo gamau mikir pas pake hydrating toner tuh pengennya slap-slap-slap aja on my face. Gak akan repurchase varian ini, ngabisinnya aja lama. Tapi tertarik pengen coba varian satu lagi (light lotion-strip ijo).", Griya Plaza Sumedang,recommends this product!,7
"Normal, Medium Light, Neutral",19 - 24, More than 1 year,"CINTAAAA BANGET SAMA TONER INI! Udah 3x repurchase saking cocok dan bagusnya toner ini. Bikin kulit super lembap tapi nggak bikin lengket samsek! Syuper affordable walaupun packagingnya agak bulky menurutku, but it's okay yang penting isinya hehehe. ", Guardian,recommends this product!,0
"Oily, Medium, Neutral",30 - 34, 6 months - 1 year,"Ini produk yang value-nya jauh di atas harganya. Bahannya simple, harganya murah, tapi ngefek bgt. Kulit auto kenyal abis pake ini. Dan walaupun kulitku oily, lebih cocok pake yang Moisturizing Lotion ini daripada yang Moisturizing Light Lotion, entah kenapa. Pas pake yang Light Lotion malah muncul whiteheads, jadi balik lagi ke sini. Dan sepertinya akan terus repurchase, karena memang worth it dan sangat recommended.", Shopee,recommends this product!,0
"Dry, Medium, Neutral",19 - 24, 3 months - 6 months,bener bener jatuh cinta sama toner iniii. aku udah pemakaian botol yang kedua dan membantu banget buat menghidrasi muka. teksturnya cair dan lebih kental dibandingin sama yg strip hijau. habis pake ini muka langsung auto glowing. i will purchase again this product!, Shopee,recommends this product!,0
"Dry, Medium, Cool",19 - 24, 1 month - 3 months,"Kemarin beli yg kemasan starter kit, alhamdulillah langsung cocok d kulit.. gk nimbulin efek samping, bbrpa hari pake langsung kerasa banget perbedaan ny.. kulit jauh lebih lembab.. yg awalnya kering sampe gatel skrg udh engga lagi, tp skrg aku beralih ke yg gokujyun premium hehe", Shopee,recommends this product!,2
"Oily, Medium, Warm",19 - 24, More than 1 year,"SUKA BANGETTT!! Hydrating toner favorit aku, udah bertahun-tahun pake ini. Enak banget di kulit jadi lembap dan yang paling menyenangkan adalah harganya yang murah banget dibandingkan hydrating toner lainnya huhu luvvv bingit sama hada labo â¤ï¸", Guardian,recommends this product!,0
"Normal, Medium, Neutral",19 - 24, 3 months - 6 months,"sukaaaa banget sama produk ini!!! udh berkali2 repurcashe dari awal yang pake travel size sampe beli yg ukuran gedenya biar lebih awet, tonernya bener2 bikin wajah lembab dan kenyal, yang paling bikin the best itu kandungan nya yg free alcohol sama fragnace, dengan harga yg terjangkau.. so I love it!!!!!", Shopee,recommends this product!,0
"Dry, Medium, Neutral",25 - 29, 1 month - 3 months,"Suka bangetttt!!! my savior product to handle the dryness on my skin. ini bener-bener sesuai claim nya sih ""hydrating toner"" karena emg bener-bener hydrating di kulit khususnya pemilik kulit kering pasti suka banget sih. efek setelah pake nya awalnya agak licin gtu terus jadi agak lengket cuma enak jadi bouncy gtu kulitnya. kyknya klo udah abis yg strip orange ini bakalan upgrade ke yg premium nya deh soalnya review nya pada bagus2 jadi penasaran pen nyoba juga", Tokopedia,recommends this product!,0
